"customerkey","first_order_date","cohort_year","second_order_date","second_order_lag"
412657,"2021-12-10","2021","2022-01-06",27
2030715,"2020-07-06","2020","2022-05-11",674
1765832,"2022-09-08","2022","2022-10-08",30
239750,"2022-07-21","2022","2022-11-08",110
1757279,"2022-10-15","2022","2023-08-14",303
569202,"2022-12-24","2022","2023-07-21",209
1496740,"2022-05-19","2022","2023-06-24",401
1710602,"2021-12-02","2021","2022-10-08",310
695438,"2021-09-04","2021","2023-06-01",635
285461,"2022-06-19","2022","2023-07-08",384
1232168,"2020-10-10","2020","2021-03-06",147
510180,"2022-07-07","2022","2022-12-07",153
2066555,"2021-12-22","2021","2023-10-05",652
631474,"2021-09-06","2021","2023-01-26",507
19337,"2021-10-25","2021","2022-03-19",145
1368016,"2022-02-10","2022","2022-08-09",180
1393228,"2021-10-29","2021","2022-09-06",312
2077787,"2022-11-09","2022","2023-12-29",415
913941,"2021-12-24","2021","2023-10-07",652
1193905,"2021-10-26","2021","2022-10-21",360
809505,"2022-05-07","2022","2023-10-18",529
1249794,"2022-01-05","2022","2022-03-05",59
1955120,"2022-05-05","2022","2023-05-16",376
1466026,"2022-11-17","2022","2022-12-13",26
522841,"2022-11-29","2022","2023-11-07",343
314511,"2020-04-07","2020","2022-11-30",967
586543,"2021-10-27","2021","2022-06-04",220
1386605,"2022-03-03","2022","2022-05-30",88
2032665,"2020-03-14","2020","2022-02-02",690
1491140,"2023-05-01","2023","2023-12-21",234
1365346,"2022-11-26","2022","2023-02-18",84
1659156,"2020-08-13","2020","2022-11-28",837
414100,"2020-02-15","2020","2023-06-01",1202
87016,"2021-06-23","2021","2022-08-22",425
49549,"2020-02-22","2020","2022-06-02",831
1289223,"2021-09-04","2021","2022-03-02",179
1723254,"2022-05-05","2022","2023-02-21",292
1372814,"2022-06-02","2022","2022-08-22",81
1508731,"2022-07-04","2022","2022-12-09",158
1816400,"2023-01-13","2023","2023-11-08",299
62628,"2022-11-15","2022","2023-04-26",162
1523044,"2022-05-21","2022","2023-01-26",250
694231,"2022-04-30","2022","2022-05-03",3
2017649,"2022-12-06","2022","2023-10-03",301
584791,"2020-01-18","2020","2022-05-24",857
2010352,"2022-02-25","2022","2022-09-29",216
408133,"2022-08-31","2022","2023-02-28",181
1801942,"2021-08-07","2021","2023-01-03",514
185901,"2022-08-15","2022","2023-05-05",263
1010046,"2021-10-07","2021","2022-05-14",219
879719,"2022-07-07","2022","2022-09-01",56
1791298,"2022-06-15","2022","2022-09-12",89
593740,"2020-06-27","2020","2022-05-21",693
510080,"2021-05-29","2021","2023-06-15",747
228464,"2022-05-26","2022","2022-06-26",31
1278688,"2020-06-02","2020","2022-05-28",725
1242364,"2020-07-09","2020","2021-09-22",440
344754,"2023-06-29","2023","2023-11-04",128
909589,"2022-05-07","2022","2023-08-16",466
1721891,"2020-02-21","2020","2022-07-08",868
545649,"2022-06-13","2022","2022-11-08",148
323032,"2020-03-30","2020","2022-10-27",941
552655,"2022-01-12","2022","2022-06-21",160
1710259,"2022-07-09","2022","2023-11-07",486
1620411,"2021-08-08","2021","2023-03-07",576
812199,"2020-01-02","2020","2023-10-14",1381
117661,"2022-07-06","2022","2022-09-05",61
1591841,"2021-05-13","2021","2022-09-30",505
1751180,"2021-12-11","2021","2023-05-18",523
1934369,"2021-12-22","2021","2022-06-09",169
394765,"2021-06-16","2021","2021-12-18",185
1899064,"2022-08-06","2022","2022-10-27",82
237349,"2022-05-05","2022","2022-08-26",113
2042782,"2023-01-14","2023","2023-11-15",305
1966862,"2021-12-22","2021","2023-02-23",428
1626009,"2020-03-06","2020","2023-10-19",1322
565873,"2021-12-17","2021","2022-02-08",53
327717,"2021-06-04","2021","2023-08-28",815
1383440,"2022-05-17","2022","2022-07-16",60
1552933,"2022-03-09","2022","2022-12-06",272
1499033,"2022-05-28","2022","2022-12-13",199
1167104,"2022-02-09","2022","2022-02-15",6
438036,"2022-07-12","2022","2023-12-30",536
1482468,"2020-01-24","2020","2020-06-17",145
16108,"2021-05-01","2021","2022-09-08",495
1612887,"2021-07-09","2021","2022-06-01",327
869699,"2023-05-15","2023","2023-08-15",92
368071,"2023-03-16","2023","2023-09-16",184
817513,"2022-06-21","2022","2022-07-14",23
1488610,"2022-02-04","2022","2023-12-21",685
1328627,"2022-09-01","2022","2023-12-30",485
824976,"2022-03-02","2022","2023-10-05",582
157778,"2020-01-11","2020","2023-03-04",1148
2041707,"2021-10-29","2021","2022-08-20",295
1175696,"2022-09-28","2022","2022-12-31",94
2035283,"2021-09-04","2021","2022-12-07",459
482065,"2022-05-14","2022","2022-06-11",28
755548,"2020-02-20","2020","2020-03-07",16
1275029,"2021-06-17","2021","2022-12-08",539
1858384,"2023-05-11","2023","2023-09-13",125
1782012,"2022-09-10","2022","2022-12-26",107
365147,"2021-10-28","2021","2022-02-12",107
1214359,"2022-08-13","2022","2022-09-24",42
584111,"2022-05-18","2022","2023-03-21",307
1872837,"2021-05-12","2021","2022-10-13",519
1490911,"2021-08-10","2021","2021-09-14",35
563583,"2022-11-15","2022","2023-12-12",392
325119,"2020-05-13","2020","2021-01-09",241
716598,"2022-02-02","2022","2023-11-23",659
1464899,"2021-10-15","2021","2022-06-21",249
1985280,"2021-09-07","2021","2022-02-26",172
1245501,"2022-06-14","2022","2022-08-17",64
273570,"2020-07-09","2020","2022-10-22",835
701635,"2021-12-29","2021","2023-12-06",707
1482376,"2023-01-27","2023","2023-04-19",82
1640945,"2021-03-01","2021","2023-01-16",686
1755181,"2023-03-08","2023","2023-03-21",13
496565,"2022-02-23","2022","2023-03-17",387
475102,"2021-02-17","2021","2023-02-22",735
346470,"2022-02-18","2022","2022-07-21",153
1402292,"2022-03-03","2022","2022-11-16",258
580182,"2021-12-16","2021","2022-08-20",247
1375055,"2021-10-02","2021","2022-10-13",376
1676314,"2023-03-12","2023","2023-03-25",13
541962,"2021-10-07","2021","2022-08-20",317
2075221,"2021-09-04","2021","2021-11-27",84
1325918,"2022-08-03","2022","2023-12-08",492
299536,"2022-07-02","2022","2023-11-09",495
1678058,"2021-12-20","2021","2023-09-30",649
1685687,"2022-11-25","2022","2022-12-24",29
1595302,"2021-10-23","2021","2023-02-27",492
1845355,"2021-07-02","2021","2023-11-06",857
1765405,"2022-02-04","2022","2023-01-27",357
1644050,"2022-09-17","2022","2023-06-16",272
386653,"2021-12-28","2021","2022-06-24",178
1218788,"2021-03-30","2021","2023-07-08",830
2044582,"2022-01-31","2022","2022-04-29",88
517682,"2023-05-18","2023","2023-08-31",105
1874438,"2021-08-25","2021","2023-01-21",514
760729,"2022-05-29","2022","2022-08-30",93
1212720,"2022-09-13","2022","2023-04-01",200
505468,"2022-12-21","2022","2023-02-20",61
1713039,"2023-03-22","2023","2023-07-21",121
569842,"2022-03-05","2022","2023-05-06",427
368504,"2022-12-28","2022","2023-05-04",127
224543,"2023-04-29","2023","2023-06-22",54
290738,"2020-01-21","2020","2022-12-01",1045
2081092,"2022-05-24","2022","2022-07-16",53
2000947,"2021-12-20","2021","2022-09-22",276
1882857,"2022-02-17","2022","2022-07-07",140
1830219,"2021-09-13","2021","2022-05-17",246
1858176,"2021-09-18","2021","2023-06-01",621
1453078,"2021-08-27","2021","2022-05-26",272
206454,"2021-07-10","2021","2021-11-06",119
507859,"2022-04-23","2022","2023-09-17",512
1854891,"2020-01-29","2020","2020-10-01",246
1878517,"2022-01-21","2022","2023-01-04",348
663853,"2022-12-17","2022","2023-10-04",291
1617152,"2022-12-16","2022","2023-02-15",61
1989824,"2023-06-02","2023","2023-08-25",84
1678474,"2022-10-29","2022","2023-01-18",81
1910470,"2021-10-30","2021","2023-07-11",619
1820534,"2020-03-12","2020","2021-09-22",559
428288,"2022-08-20","2022","2023-07-11",325
456229,"2022-07-01","2022","2023-07-20",384
1235806,"2020-12-18","2020","2023-03-07",809
1288807,"2022-09-03","2022","2022-11-17",75
883519,"2022-10-06","2022","2023-04-24",200
175383,"2021-10-23","2021","2023-12-23",791
524558,"2022-03-11","2022","2023-07-08",484
6645,"2021-12-07","2021","2022-02-07",62
1663429,"2020-05-01","2020","2022-02-28",668
230819,"2022-05-25","2022","2022-11-03",162
383038,"2023-06-16","2023","2023-07-13",27
1328912,"2022-07-19","2022","2022-11-11",115
1838663,"2021-08-23","2021","2021-10-05",43
1504435,"2022-05-04","2022","2022-07-19",76
948710,"2021-02-26","2021","2023-12-30",1037
1485959,"2020-09-05","2020","2022-08-09",703
1709392,"2021-11-25","2021","2022-02-23",90
1324496,"2022-03-10","2022","2022-05-08",59
1109176,"2020-02-22","2020","2022-09-15",936
1424766,"2022-11-28","2022","2023-10-14",320
579229,"2021-11-03","2021","2023-02-24",478
878939,"2021-06-12","2021","2022-02-28",261
1361118,"2021-09-06","2021","2022-02-09",156
1770315,"2022-02-16","2022","2022-12-02",289
2055915,"2021-12-18","2021","2023-07-24",583
420365,"2022-05-02","2022","2023-09-09",495
1083567,"2022-04-23","2022","2023-05-08",380
578568,"2022-12-12","2022","2023-06-22",192
2017907,"2020-03-21","2020","2022-12-10",994
372592,"2022-09-28","2022","2023-05-03",217
284733,"2020-02-27","2020","2022-07-15",869
425850,"2022-02-16","2022","2023-04-01",409
605430,"2021-05-28","2021","2022-06-25",393
1380252,"2021-10-26","2021","2023-02-23",485
1780375,"2020-09-21","2020","2022-06-01",618
1083777,"2022-05-11","2022","2022-06-04",24
1390976,"2023-02-23","2023","2023-09-22",211
1565952,"2020-06-13","2020","2022-02-12",609
1815004,"2020-04-24","2020","2021-11-30",585
1449322,"2021-09-28","2021","2023-01-21",480
1646228,"2022-10-26","2022","2023-08-26",304
1632780,"2021-08-21","2021","2023-06-20",668
1498611,"2021-06-30","2021","2021-11-26",149
1232056,"2022-05-05","2022","2023-12-29",603
1993968,"2020-06-30","2020","2022-05-26",695
1872351,"2020-01-01","2020","2021-05-15",500
1422362,"2023-01-02","2023","2023-10-06",277
1654077,"2021-10-20","2021","2022-12-24",430
2012978,"2022-05-06","2022","2022-12-24",232
374088,"2022-02-16","2022","2023-07-05",504
675236,"2022-10-21","2022","2023-12-01",406
1313596,"2021-07-01","2021","2023-09-23",814
1803136,"2022-03-10","2022","2022-05-13",64
430385,"2022-06-07","2022","2022-09-27",112
534388,"2022-04-29","2022","2023-01-28",274
12995,"2021-12-22","2021","2022-10-06",288
892346,"2022-11-15","2022","2023-03-30",135
129123,"2023-02-17","2023","2023-12-27",313
188764,"2022-01-15","2022","2022-07-07",173
300083,"2023-09-29","2023","2023-12-19",81
2062310,"2020-02-12","2020","2022-09-01",932
1300605,"2021-05-13","2021","2023-05-11",728
673450,"2022-10-08","2022","2022-12-28",81
2095135,"2022-08-13","2022","2023-07-10",331
85282,"2021-11-03","2021","2022-11-08",370
458717,"2020-01-09","2020","2020-02-19",41
1856863,"2022-05-11","2022","2023-02-08",273
933077,"2022-05-31","2022","2023-02-23",268
1690187,"2023-01-09","2023","2023-07-22",194
1807735,"2020-06-06","2020","2022-05-02",695
802515,"2022-11-10","2022","2023-09-30",324
864758,"2022-01-04","2022","2022-06-23",170
627602,"2022-03-10","2022","2023-11-03",603
698808,"2022-12-15","2022","2023-03-07",82
73844,"2022-01-11","2022","2022-11-01",294
215814,"2021-05-17","2021","2021-11-20",187
1867492,"2022-10-22","2022","2023-09-23",336
739539,"2022-06-16","2022","2023-09-15",456
1556373,"2022-01-06","2022","2022-02-18",43
867452,"2021-02-05","2021","2021-11-29",297
1460754,"2020-05-04","2020","2021-08-21",474
916740,"2022-12-17","2022","2022-12-21",4
623789,"2022-03-30","2022","2022-05-12",43
453033,"2021-07-03","2021","2022-03-16",256
1721249,"2022-03-04","2022","2022-09-02",182
1166282,"2021-12-11","2021","2022-10-11",304
2032205,"2022-02-21","2022","2022-04-27",65
896544,"2023-03-11","2023","2023-07-22",133
2022007,"2023-05-25","2023","2023-12-05",194
223433,"2022-10-30","2022","2023-01-09",71
1831154,"2021-06-10","2021","2022-11-16",524
1032426,"2021-09-17","2021","2021-11-05",49
450439,"2020-07-20","2020","2022-06-30",710
356566,"2022-11-09","2022","2022-11-25",16
379042,"2021-07-08","2021","2022-10-24",473
183451,"2020-02-08","2020","2023-12-07",1398
1290363,"2023-11-04","2023","2023-12-06",32
511774,"2020-06-12","2020","2021-09-28",473
1131573,"2020-11-16","2020","2022-05-03",533
2044492,"2022-09-17","2022","2023-03-08",172
1530161,"2021-04-24","2021","2022-09-10",504
1998890,"2023-01-02","2023","2023-06-28",177
2087762,"2021-10-06","2021","2023-01-06",457
1405814,"2022-11-16","2022","2023-02-21",97
1470186,"2020-07-03","2020","2022-05-21",687
512727,"2020-11-11","2020","2023-03-11",850
463554,"2020-05-07","2020","2022-06-02",756
1320729,"2022-11-02","2022","2022-12-20",48
500099,"2020-02-24","2020","2021-08-31",554
1392877,"2022-10-06","2022","2023-08-19",317
551189,"2021-08-21","2021","2023-03-30",586
470668,"2021-12-30","2021","2022-10-05",279
655620,"2021-04-27","2021","2023-08-01",826
1452436,"2021-10-29","2021","2022-07-08",252
1303259,"2020-05-14","2020","2022-03-24",679
1587219,"2021-07-01","2021","2022-08-18",413
1356070,"2021-09-14","2021","2022-12-07",449
1258649,"2021-11-29","2021","2022-02-01",64
1310322,"2022-07-20","2022","2023-10-02",439
2077625,"2021-08-06","2021","2023-03-01",572
1167983,"2020-03-24","2020","2022-05-06",773
483964,"2021-11-17","2021","2023-02-27",467
461939,"2023-01-12","2023","2023-07-05",174
285062,"2022-05-28","2022","2022-07-23",56
540198,"2022-12-10","2022","2023-06-06",178
1503419,"2022-02-08","2022","2023-11-27",657
998984,"2021-01-27","2021","2022-11-17",659
1300830,"2021-09-03","2021","2021-12-27",115
1375742,"2021-07-19","2021","2023-06-08",689
1388436,"2020-03-24","2020","2022-06-09",807
79496,"2021-12-29","2021","2022-12-09",345
1877035,"2020-01-18","2020","2021-08-16",576
1365677,"2021-05-26","2021","2021-12-02",190
522543,"2020-12-09","2020","2022-01-01",388
1999892,"2021-07-30","2021","2023-12-29",882
1953563,"2021-05-06","2021","2022-02-22",292
194712,"2022-05-24","2022","2022-11-29",189
647612,"2021-08-14","2021","2023-03-04",567
1698329,"2020-10-22","2020","2022-08-06",653
1847830,"2020-09-17","2020","2023-03-18",912
2052535,"2021-07-24","2021","2023-01-26",551
865981,"2021-07-16","2021","2022-02-21",220
1383907,"2020-05-23","2020","2021-08-19",453
1382040,"2020-03-12","2020","2021-09-06",543
1715330,"2021-02-19","2021","2022-02-28",374
841297,"2023-06-13","2023","2023-12-22",192
144757,"2022-02-17","2022","2022-10-01",226
1260643,"2021-09-07","2021","2022-12-27",476
1795440,"2023-07-08","2023","2023-12-20",165
192443,"2023-02-15","2023","2023-09-08",205
1657237,"2021-05-13","2021","2022-05-07",359
172601,"2022-10-21","2022","2023-05-11",202
1491637,"2021-11-04","2021","2022-02-14",102
1966808,"2020-02-12","2020","2022-02-27",746
2096230,"2021-09-13","2021","2022-04-14",213
544442,"2022-01-19","2022","2023-07-17",544
1930945,"2021-06-08","2021","2022-05-06",332
345465,"2022-05-09","2022","2022-07-15",67
851496,"2023-02-22","2023","2023-09-22",212
1870957,"2022-03-09","2022","2022-11-28",264
195885,"2021-10-23","2021","2022-09-02",314
475368,"2021-12-16","2021","2022-08-15",242
664407,"2021-10-08","2021","2022-08-19",315
2048406,"2021-07-17","2021","2022-03-21",247
1234295,"2022-07-07","2022","2023-05-28",325
1563995,"2022-01-31","2022","2022-05-09",98
1483234,"2021-10-15","2021","2022-11-26",407
1816444,"2021-12-11","2021","2022-02-05",56
1482185,"2021-06-15","2021","2023-04-15",669
1087701,"2022-04-28","2022","2022-11-29",215
1948900,"2022-07-02","2022","2023-10-07",462
344029,"2022-02-17","2022","2023-05-10",447
1399147,"2020-01-11","2020","2023-01-31",1116
335038,"2023-06-30","2023","2023-08-12",43
512785,"2023-02-18","2023","2023-04-21",62
1258415,"2021-05-19","2021","2023-01-02",593
1863330,"2022-03-02","2022","2023-01-18",322
1533209,"2022-11-07","2022","2023-06-17",222
871686,"2022-05-28","2022","2023-07-07",405
1867265,"2021-12-06","2021","2022-02-12",68
2074077,"2022-01-19","2022","2022-03-22",62
1847638,"2022-05-19","2022","2023-02-02",259
85969,"2022-05-21","2022","2022-07-02",42
337031,"2023-05-09","2023","2023-06-21",43
1500251,"2020-07-08","2020","2023-03-23",988
1972893,"2022-01-08","2022","2023-08-14",583
135498,"2022-05-11","2022","2023-11-08",546
1954381,"2022-06-25","2022","2023-08-24",425
819917,"2022-01-19","2022","2023-03-16",421
1915719,"2021-11-26","2021","2021-12-18",22
2054871,"2021-09-22","2021","2023-02-23",519
407720,"2022-05-21","2022","2022-12-27",220
582980,"2022-12-27","2022","2023-11-28",336
1745857,"2021-07-15","2021","2022-07-09",359
484895,"2022-07-24","2022","2022-12-27",156
1127325,"2021-11-27","2021","2022-11-12",350
1957608,"2020-08-15","2020","2022-02-26",560
877200,"2020-01-18","2020","2023-05-20",1218
259519,"2022-11-19","2022","2023-05-24",186
106929,"2020-03-07","2020","2023-02-21",1081
1558434,"2020-03-08","2020","2022-01-04",667
1922436,"2020-05-09","2020","2023-10-15",1254
1915457,"2021-12-28","2021","2023-07-06",555
401839,"2021-08-21","2021","2023-10-13",783
158228,"2020-10-30","2020","2022-08-30",669
1347311,"2022-02-22","2022","2023-01-06",318
873481,"2022-01-01","2022","2023-07-25",570
1887304,"2020-08-19","2020","2022-10-04",776
1234740,"2020-02-22","2020","2022-02-05",714
1467709,"2020-06-06","2020","2021-11-01",513
1908132,"2021-11-01","2021","2023-05-09",554
823483,"2020-02-05","2020","2020-02-29",24
1381674,"2022-02-05","2022","2022-08-16",192
506326,"2022-09-02","2022","2022-10-18",46
1342887,"2020-08-29","2020","2023-05-28",1002
1420791,"2021-08-25","2021","2022-01-09",137
219163,"2021-10-22","2021","2022-01-04",74
854514,"2021-10-27","2021","2022-01-08",73
455574,"2021-05-24","2021","2022-05-07",348
817115,"2020-01-27","2020","2022-08-16",932
1341823,"2022-09-05","2022","2023-09-09",369
1996830,"2022-04-15","2022","2023-03-04",323
1588506,"2022-06-21","2022","2023-01-14",207
595622,"2022-01-02","2022","2023-05-15",498
1311851,"2020-12-26","2020","2022-02-04",405
1749561,"2021-01-21","2021","2022-09-10",597
52589,"2022-06-14","2022","2023-05-23",343
1878689,"2021-06-18","2021","2021-08-14",57
520319,"2022-12-31","2022","2023-10-30",303
490168,"2022-09-07","2022","2022-09-21",14
427299,"2021-08-10","2021","2023-03-07",574
1848679,"2021-03-17","2021","2021-04-22",36
1654105,"2022-09-22","2022","2022-12-03",72
1537752,"2023-08-07","2023","2023-09-06",30
1415279,"2022-01-01","2022","2023-05-26",510
1471635,"2021-07-24","2021","2022-10-03",436
465470,"2021-05-28","2021","2023-09-28",853
51848,"2022-12-01","2022","2023-05-24",174
1992990,"2020-03-20","2020","2022-05-27",798
336444,"2020-03-09","2020","2020-07-09",122
1916880,"2020-02-22","2020","2022-08-30",920
1729215,"2022-11-19","2022","2023-08-21",275
2012950,"2020-02-24","2020","2023-09-06",1290
1477316,"2021-03-04","2021","2021-11-16",257
1286635,"2020-02-01","2020","2023-04-17",1171
453806,"2023-03-02","2023","2023-06-22",112
1844753,"2020-05-29","2020","2022-04-18",689
1088264,"2022-11-12","2022","2023-02-21",101
1884390,"2020-02-04","2020","2021-12-22",687
604266,"2022-01-26","2022","2023-09-28",610
250838,"2021-09-28","2021","2022-04-15",199
472256,"2023-10-05","2023","2023-12-11",67
407122,"2020-02-18","2020","2022-06-24",857
2061897,"2021-10-28","2021","2022-12-15",413
1840793,"2021-02-18","2021","2023-09-21",945
1973449,"2022-02-24","2022","2022-10-15",233
641710,"2021-05-22","2021","2022-10-27",523
656496,"2022-01-07","2022","2022-10-28",294
1598527,"2021-11-17","2021","2021-12-17",30
903620,"2021-11-20","2021","2022-06-09",201
